number,timestamp,blobGasUsed,excessBlobGas,blobGasPrice
22437457,2025-05-08T07:52:11.000Z,131072,0,1
22437458,2025-05-08T07:52:23.000Z,131072,0,1
22437459,2025-05-08T07:52:35.000Z,917504,0,1
22437460,2025-05-08T07:52:47.000Z,0,131072,1
22437461,2025-05-08T07:52:59.000Z,393216,0,1
22437462,2025-05-08T07:53:11.000Z,786432,0,1
22437463,2025-05-08T07:53:23.000Z,524288,0,1
22437464,2025-05-08T07:53:35.000Z,0,0,1
22437465,2025-05-08T07:53:47.000Z,0,0,1
22437466,2025-05-08T07:53:59.000Z,786432,0,1
22437467,2025-05-08T07:54:11.000Z,0,0,1
22437468,2025-05-08T07:54:23.000Z,131072,0,1
22437469,2025-05-08T07:54:35.000Z,393216,0,1
22437470,2025-05-08T07:54:47.000Z,0,0,1
22437471,2025-05-08T07:54:59.000Z,1048576,0,1
22437472,2025-05-08T07:55:11.000Z,0,262144,1
22437473,2025-05-08T07:55:23.000Z,917504,0,1
22437474,2025-05-08T07:55:35.000Z,393216,131072,1
22437475,2025-05-08T07:55:47.000Z,917504,0,1
22437476,2025-05-08T07:55:59.000Z,0,131072,1
22437477,2025-05-08T07:56:11.000Z,0,0,1
22437478,2025-05-08T07:56:23.000Z,917504,0,1
22437479,2025-05-08T07:56:35.000Z,1179648,131072,1
22437480,2025-05-08T07:56:47.000Z,393216,524288,1
22437481,2025-05-08T07:56:59.000Z,0,131072,1
22437482,2025-05-08T07:57:11.000Z,393216,0,1
22437483,2025-05-08T07:57:23.000Z,393216,0,1
22437484,2025-05-08T07:57:35.000Z,524288,0,1
22437485,2025-05-08T07:57:47.000Z,393216,0,1
22437486,2025-05-08T07:57:59.000Z,786432,0,1
22437487,2025-05-08T07:58:11.000Z,0,0,1
22437488,2025-05-08T07:58:23.000Z,655360,0,1
22437489,2025-05-08T07:58:35.000Z,393216,0,1
22437490,2025-05-08T07:58:47.000Z,393216,0,1
22437491,2025-05-08T07:58:59.000Z,131072,0,1
22437492,2025-05-08T07:59:11.000Z,131072,0,1
22437493,2025-05-08T07:59:23.000Z,524288,0,1
22437494,2025-05-08T07:59:35.000Z,0,0,1
22437495,2025-05-08T07:59:47.000Z,917504,0,1
22437496,2025-05-08T07:59:59.000Z,131072,131072,1
22437497,2025-05-08T08:00:11.000Z,917504,0,1
22437498,2025-05-08T08:00:23.000Z,131072,131072,1
22437499,2025-05-08T08:00:35.000Z,0,0,1
22437500,2025-05-08T08:00:47.000Z,655360,0,1
22437501,2025-05-08T08:00:59.000Z,0,0,1
22437502,2025-05-08T08:01:11.000Z,786432,0,1
22437503,2025-05-08T08:01:23.000Z,0,0,1
22437504,2025-05-08T08:01:35.000Z,524288,0,1
22437505,2025-05-08T08:01:47.000Z,393216,0,1
22437506,2025-05-08T08:01:59.000Z,0,0,1
22437507,2025-05-08T08:02:11.000Z,393216,0,1
22437508,2025-05-08T08:02:23.000Z,131072,0,1
22437509,2025-05-08T08:02:35.000Z,0,0,1
22437510,2025-05-08T08:02:47.000Z,786432,0,1
22437511,2025-05-08T08:02:59.000Z,0,0,1
22437512,2025-05-08T08:03:11.000Z,786432,0,1
22437513,2025-05-08T08:03:23.000Z,0,0,1
22437514,2025-05-08T08:03:35.000Z,524288,0,1
22437515,2025-05-08T08:03:47.000Z,0,0,1
22437516,2025-05-08T08:03:59.000Z,786432,0,1
22437517,2025-05-08T08:04:11.000Z,1179648,0,1
22437518,2025-05-08T08:04:23.000Z,0,393216,1
22437519,2025-05-08T08:04:35.000Z,0,0,1
22437520,2025-05-08T08:04:47.000Z,655360,0,1
22437521,2025-05-08T08:04:59.000Z,786432,0,1
22437522,2025-05-08T08:05:11.000Z,0,0,1
22437523,2025-05-08T08:05:23.000Z,917504,0,1
22437524,2025-05-08T08:05:35.000Z,393216,131072,1
22437525,2025-05-08T08:05:47.000Z,393216,0,1
22437526,2025-05-08T08:05:59.000Z,0,0,1
22437527,2025-05-08T08:06:11.000Z,917504,0,1
22437528,2025-05-08T08:06:23.000Z,393216,131072,1
22437529,2025-05-08T08:06:35.000Z,1179648,0,1
22437530,2025-05-08T08:06:47.000Z,0,393216,1
22437531,2025-05-08T08:06:59.000Z,524288,0,1
22437532,2025-05-08T08:07:11.000Z,393216,0,1
22437533,2025-05-08T08:07:23.000Z,0,0,1
22437534,2025-05-08T08:07:35.000Z,786432,0,1
22437535,2025-05-08T08:07:47.000Z,393216,0,1
22437536,2025-05-08T08:07:59.000Z,1048576,0,1
22437537,2025-05-08T08:08:11.000Z,1179648,262144,1
22437538,2025-05-08T08:08:23.000Z,524288,655360,1
22437539,2025-05-08T08:08:35.000Z,0,393216,1
22437540,2025-05-08T08:08:47.000Z,393216,0,1
22437541,2025-05-08T08:08:59.000Z,393216,0,1
22437542,2025-05-08T08:09:11.000Z,393216,0,1
22437543,2025-05-08T08:09:23.000Z,393216,0,1
22437544,2025-05-08T08:09:35.000Z,1179648,0,1
22437545,2025-05-08T08:09:47.000Z,524288,393216,1
22437546,2025-05-08T08:09:59.000Z,0,131072,1
22437547,2025-05-08T08:10:11.000Z,0,0,1
22437548,2025-05-08T08:10:23.000Z,1179648,0,1
22437549,2025-05-08T08:10:35.000Z,524288,393216,1
22437550,2025-05-08T08:10:47.000Z,393216,131072,1
22437551,2025-05-08T08:10:59.000Z,0,0,1
22437552,2025-05-08T08:11:11.000Z,393216,0,1
22437553,2025-05-08T08:11:23.000Z,524288,0,1
22437554,2025-05-08T08:11:35.000Z,393216,0,1
22437555,2025-05-08T08:11:47.000Z,0,0,1
22437556,2025-05-08T08:11:59.000Z,0,0,1
22437557,2025-05-08T08:12:11.000Z,131072,0,1
22437558,2025-05-08T08:12:23.000Z,786432,0,1
22437559,2025-05-08T08:12:35.000Z,786432,0,1
22437560,2025-05-08T08:12:47.000Z,0,0,1
22437561,2025-05-08T08:12:59.000Z,524288,0,1
22437562,2025-05-08T08:13:11.000Z,655360,0,1
22437563,2025-05-08T08:13:23.000Z,393216,0,1
22437564,2025-05-08T08:13:35.000Z,786432,0,1
22437565,2025-05-08T08:13:47.000Z,786432,0,1
22437566,2025-05-08T08:13:59.000Z,0,0,1
22437567,2025-05-08T08:14:11.000Z,524288,0,1
22437568,2025-05-08T08:14:23.000Z,393216,0,1
22437569,2025-05-08T08:14:35.000Z,0,0,1
22437570,2025-05-08T08:14:47.000Z,0,0,1
22437571,2025-05-08T08:14:59.000Z,1179648,0,1
22437572,2025-05-08T08:15:11.000Z,524288,393216,1
22437573,2025-05-08T08:15:23.000Z,917504,131072,1
22437574,2025-05-08T08:15:35.000Z,393216,262144,1
22437575,2025-05-08T08:15:47.000Z,0,0,1
22437576,2025-05-08T08:15:59.000Z,393216,0,1
22437577,2025-05-08T08:16:11.000Z,0,0,1
22437578,2025-05-08T08:16:23.000Z,655360,0,1
22437579,2025-05-08T08:16:35.000Z,393216,0,1
22437580,2025-05-08T08:16:47.000Z,655360,0,1
22437581,2025-05-08T08:16:59.000Z,786432,0,1
22437582,2025-05-08T08:17:11.000Z,0,0,1
22437583,2025-05-08T08:17:23.000Z,786432,0,1
22437584,2025-05-08T08:17:35.000Z,393216,0,1
22437585,2025-05-08T08:17:47.000Z,0,0,1
22437586,2025-05-08T08:17:59.000Z,393216,0,1
22437587,2025-05-08T08:18:11.000Z,0,0,1
22437588,2025-05-08T08:18:23.000Z,524288,0,1
22437589,2025-05-08T08:18:35.000Z,393216,0,1
22437590,2025-05-08T08:18:47.000Z,786432,0,1
22437591,2025-05-08T08:18:59.000Z,0,0,1
22437592,2025-05-08T08:19:11.000Z,393216,0,1
22437593,2025-05-08T08:19:23.000Z,0,0,1
22437594,2025-05-08T08:19:35.000Z,524288,0,1
22437595,2025-05-08T08:19:47.000Z,393216,0,1
22437596,2025-05-08T08:19:59.000Z,0,0,1
22437597,2025-05-08T08:20:11.000Z,524288,0,1
22437598,2025-05-08T08:20:23.000Z,0,0,1
22437599,2025-05-08T08:20:35.000Z,524288,0,1
22437600,2025-05-08T08:20:47.000Z,0,0,1
22437601,2025-05-08T08:20:59.000Z,1048576,0,1
22437602,2025-05-08T08:21:11.000Z,393216,262144,1
22437603,2025-05-08T08:21:23.000Z,131072,0,1
22437604,2025-05-08T08:21:35.000Z,917504,0,1
22437605,2025-05-08T08:21:47.000Z,0,131072,1
22437606,2025-05-08T08:21:59.000Z,0,0,1
22437607,2025-05-08T08:22:23.000Z,1048576,0,1
22437608,2025-05-08T08:22:35.000Z,0,262144,1
22437609,2025-05-08T08:22:47.000Z,1179648,0,1
22437610,2025-05-08T08:22:59.000Z,0,393216,1
22437611,2025-05-08T08:23:11.000Z,524288,0,1
22437612,2025-05-08T08:23:23.000Z,0,0,1
22437613,2025-05-08T08:23:35.000Z,393216,0,1
22437614,2025-05-08T08:23:47.000Z,0,0,1
22437615,2025-05-08T08:23:59.000Z,524288,0,1
22437616,2025-05-08T08:24:11.000Z,917504,0,1
22437617,2025-05-08T08:24:23.000Z,131072,131072,1
22437618,2025-05-08T08:24:35.000Z,0,0,1
22437619,2025-05-08T08:24:47.000Z,1179648,0,1
22437620,2025-05-08T08:25:11.000Z,786432,393216,1
22437621,2025-05-08T08:25:23.000Z,0,393216,1
22437622,2025-05-08T08:25:35.000Z,524288,0,1
22437623,2025-05-08T08:25:47.000Z,786432,0,1
22437624,2025-05-08T08:25:59.000Z,393216,0,1
22437625,2025-05-08T08:26:11.000Z,393216,0,1
22437626,2025-05-08T08:26:23.000Z,0,0,1
22437627,2025-05-08T08:26:35.000Z,393216,0,1
22437628,2025-05-08T08:26:47.000Z,131072,0,1
22437629,2025-05-08T08:26:59.000Z,786432,0,1
22437630,2025-05-08T08:27:11.000Z,393216,0,1
22437631,2025-05-08T08:27:23.000Z,262144,0,1
22437632,2025-05-08T08:27:35.000Z,1048576,0,1
22437633,2025-05-08T08:27:47.000Z,0,262144,1
22437634,2025-05-08T08:27:59.000Z,524288,0,1
22437635,2025-05-08T08:28:11.000Z,786432,0,1
22437636,2025-05-08T08:28:23.000Z,393216,0,1
22437637,2025-05-08T08:28:35.000Z,524288,0,1
22437638,2025-05-08T08:28:47.000Z,0,0,1
22437639,2025-05-08T08:28:59.000Z,524288,0,1
22437640,2025-05-08T08:29:11.000Z,0,0,1
22437641,2025-05-08T08:29:23.000Z,262144,0,1
22437642,2025-05-08T08:29:35.000Z,393216,0,1
22437643,2025-05-08T08:29:47.000Z,262144,0,1
22437644,2025-05-08T08:29:59.000Z,786432,0,1
22437645,2025-05-08T08:30:11.000Z,131072,0,1
22437646,2025-05-08T08:30:23.000Z,0,0,1
22437647,2025-05-08T08:30:35.000Z,917504,0,1
22437648,2025-05-08T08:30:47.000Z,0,131072,1
22437649,2025-05-08T08:30:59.000Z,393216,0,1
22437650,2025-05-08T08:31:11.000Z,524288,0,1
22437651,2025-05-08T08:31:23.000Z,786432,0,1
22437652,2025-05-08T08:31:35.000Z,1179648,0,1
22437653,2025-05-08T08:31:47.000Z,393216,393216,1
22437654,2025-05-08T08:31:59.000Z,524288,0,1
22437655,2025-05-08T08:32:11.000Z,0,0,1
22437656,2025-05-08T08:32:23.000Z,393216,0,1
22437657,2025-05-08T08:32:35.000Z,524288,0,1
22437658,2025-05-08T08:32:47.000Z,524288,0,1
22437659,2025-05-08T08:32:59.000Z,786432,0,1
22437660,2025-05-08T08:33:11.000Z,0,0,1
22437661,2025-05-08T08:33:35.000Z,917504,0,1
22437662,2025-05-08T08:33:47.000Z,393216,131072,1
22437663,2025-05-08T08:33:59.000Z,393216,0,1
22437664,2025-05-08T08:34:11.000Z,131072,0,1
22437665,2025-05-08T08:34:23.000Z,393216,0,1
22437666,2025-05-08T08:34:35.000Z,393216,0,1
22437667,2025-05-08T08:34:47.000Z,524288,0,1
22437668,2025-05-08T08:34:59.000Z,524288,0,1
22437669,2025-05-08T08:35:11.000Z,0,0,1
22437670,2025-05-08T08:35:23.000Z,393216,0,1
22437671,2025-05-08T08:35:35.000Z,0,0,1
22437672,2025-05-08T08:35:47.000Z,917504,0,1
22437673,2025-05-08T08:35:59.000Z,393216,131072,1
22437674,2025-05-08T08:36:11.000Z,393216,0,1
22437675,2025-05-08T08:36:23.000Z,0,0,1
22437676,2025-05-08T08:36:35.000Z,0,0,1
22437677,2025-05-08T08:36:47.000Z,655360,0,1
22437678,2025-05-08T08:36:59.000Z,786432,0,1
22437679,2025-05-08T08:37:11.000Z,393216,0,1
22437680,2025-05-08T08:37:23.000Z,524288,0,1
22437681,2025-05-08T08:37:35.000Z,524288,0,1
22437682,2025-05-08T08:37:47.000Z,393216,0,1
22437683,2025-05-08T08:37:59.000Z,786432,0,1
22437684,2025-05-08T08:38:11.000Z,0,0,1
22437685,2025-05-08T08:38:23.000Z,0,0,1
22437686,2025-05-08T08:38:35.000Z,524288,0,1
22437687,2025-05-08T08:38:47.000Z,786432,0,1
22437688,2025-05-08T08:38:59.000Z,786432,0,1
22437689,2025-05-08T08:39:11.000Z,393216,0,1
22437690,2025-05-08T08:39:23.000Z,0,0,1
22437691,2025-05-08T08:39:35.000Z,0,0,1
22437692,2025-05-08T08:39:47.000Z,917504,0,1
22437693,2025-05-08T08:39:59.000Z,393216,131072,1
22437694,2025-05-08T08:40:11.000Z,524288,0,1
22437695,2025-05-08T08:40:23.000Z,786432,0,1
22437696,2025-05-08T08:40:35.000Z,0,0,1
22437697,2025-05-08T08:40:47.000Z,0,0,1
22437698,2025-05-08T08:40:59.000Z,524288,0,1
22437699,2025-05-08T08:41:11.000Z,393216,0,1
22437700,2025-05-08T08:41:23.000Z,655360,0,1
22437701,2025-05-08T08:41:35.000Z,0,0,1
22437702,2025-05-08T08:41:47.000Z,393216,0,1
22437703,2025-05-08T08:41:59.000Z,393216,0,1
22437704,2025-05-08T08:42:11.000Z,524288,0,1
22437705,2025-05-08T08:42:23.000Z,0,0,1
22437706,2025-05-08T08:42:35.000Z,655360,0,1
22437707,2025-05-08T08:42:47.000Z,0,0,1
22437708,2025-05-08T08:42:59.000Z,524288,0,1
22437709,2025-05-08T08:43:11.000Z,0,0,1
22437710,2025-05-08T08:43:23.000Z,786432,0,1
22437711,2025-05-08T08:43:35.000Z,786432,0,1
22437712,2025-05-08T08:43:47.000Z,0,0,1
22437713,2025-05-08T08:43:59.000Z,0,0,1
22437714,2025-05-08T08:44:11.000Z,655360,0,1
22437715,2025-05-08T08:44:23.000Z,0,0,1
22437716,2025-05-08T08:44:35.000Z,524288,0,1
22437717,2025-05-08T08:44:47.000Z,524288,0,1
22437718,2025-05-08T08:44:59.000Z,0,0,1
22437719,2025-05-08T08:45:11.000Z,786432,0,1
22437720,2025-05-08T08:45:23.000Z,0,0,1
22437721,2025-05-08T08:45:35.000Z,393216,0,1
22437722,2025-05-08T08:45:47.000Z,131072,0,1
22437723,2025-05-08T08:45:59.000Z,393216,0,1
22437724,2025-05-08T08:46:11.000Z,0,0,1
22437725,2025-05-08T08:46:23.000Z,393216,0,1
22437726,2025-05-08T08:46:35.000Z,786432,0,1
22437727,2025-05-08T08:46:47.000Z,0,0,1
22437728,2025-05-08T08:46:59.000Z,1179648,0,1
22437729,2025-05-08T08:47:11.000Z,262144,393216,1
22437730,2025-05-08T08:47:23.000Z,393216,0,1
22437731,2025-05-08T08:47:35.000Z,0,0,1
22437732,2025-05-08T08:47:47.000Z,131072,0,1
22437733,2025-05-08T08:47:59.000Z,1179648,0,1
22437734,2025-05-08T08:48:11.000Z,131072,393216,1
22437735,2025-05-08T08:48:23.000Z,131072,0,1
22437736,2025-05-08T08:48:35.000Z,393216,0,1
22437737,2025-05-08T08:48:47.000Z,262144,0,1
22437738,2025-05-08T08:48:59.000Z,786432,0,1
22437739,2025-05-08T08:49:11.000Z,0,0,1
22437740,2025-05-08T08:49:23.000Z,0,0,1
22437741,2025-05-08T08:49:35.000Z,786432,0,1
22437742,2025-05-08T08:49:47.000Z,0,0,1
22437743,2025-05-08T08:49:59.000Z,917504,0,1
22437744,2025-05-08T08:50:11.000Z,0,131072,1
22437745,2025-05-08T08:50:23.000Z,1048576,0,1
22437746,2025-05-08T08:50:35.000Z,655360,262144,1
22437747,2025-05-08T08:50:47.000Z,1179648,131072,1
22437748,2025-05-08T08:50:59.000Z,393216,524288,1
22437749,2025-05-08T08:51:11.000Z,0,131072,1
22437750,2025-05-08T08:51:23.000Z,1179648,0,1
22437751,2025-05-08T08:51:35.000Z,0,393216,1
22437752,2025-05-08T08:51:47.000Z,0,0,1
22437753,2025-05-08T08:51:59.000Z,0,0,1
22437754,2025-05-08T08:52:11.000Z,655360,0,1
22437755,2025-05-08T08:52:23.000Z,0,0,1
22437756,2025-05-08T08:52:35.000Z,1179648,0,1
22437757,2025-05-08T08:52:47.000Z,524288,393216,1
22437758,2025-05-08T08:52:59.000Z,393216,131072,1
22437759,2025-05-08T08:53:11.000Z,917504,0,1
22437760,2025-05-08T08:53:23.000Z,524288,131072,1
22437761,2025-05-08T08:53:35.000Z,786432,0,1
22437762,2025-05-08T08:53:47.000Z,786432,0,1
22437763,2025-05-08T08:53:59.000Z,786432,0,1
22437764,2025-05-08T08:54:11.000Z,524288,0,1
22437765,2025-05-08T08:54:23.000Z,655360,0,1
22437766,2025-05-08T08:54:35.000Z,393216,0,1
22437767,2025-05-08T08:54:47.000Z,0,0,1
22437768,2025-05-08T08:54:59.000Z,0,0,1
22437769,2025-05-08T08:55:11.000Z,0,0,1
22437770,2025-05-08T08:55:23.000Z,786432,0,1
22437771,2025-05-08T08:55:35.000Z,655360,0,1
22437772,2025-05-08T08:55:47.000Z,393216,0,1
22437773,2025-05-08T08:55:59.000Z,393216,0,1
22437774,2025-05-08T08:56:11.000Z,0,0,1
22437775,2025-05-08T08:56:23.000Z,655360,0,1
22437776,2025-05-08T08:56:35.000Z,0,0,1
22437777,2025-05-08T08:56:47.000Z,786432,0,1
22437778,2025-05-08T08:56:59.000Z,0,0,1
22437779,2025-05-08T08:57:11.000Z,524288,0,1
22437780,2025-05-08T08:57:23.000Z,0,0,1
22437781,2025-05-08T08:57:35.000Z,1048576,0,1
22437782,2025-05-08T08:57:47.000Z,0,262144,1
22437783,2025-05-08T08:57:59.000Z,0,0,1
22437784,2025-05-08T08:58:11.000Z,393216,0,1
22437785,2025-05-08T08:58:23.000Z,786432,0,1
22437786,2025-05-08T08:58:35.000Z,524288,0,1
22437787,2025-05-08T08:58:47.000Z,524288,0,1
22437788,2025-05-08T08:59:11.000Z,786432,0,1
22437789,2025-05-08T08:59:23.000Z,655360,0,1
22437790,2025-05-08T08:59:35.000Z,393216,0,1
22437791,2025-05-08T08:59:47.000Z,786432,0,1
22437792,2025-05-08T08:59:59.000Z,786432,0,1
22437793,2025-05-08T09:00:11.000Z,655360,0,1
22437794,2025-05-08T09:00:35.000Z,786432,0,1
22437795,2025-05-08T09:00:47.000Z,917504,0,1
22437796,2025-05-08T09:00:59.000Z,1179648,131072,1
22437797,2025-05-08T09:01:11.000Z,393216,524288,1
22437798,2025-05-08T09:01:23.000Z,1179648,131072,1
22437799,2025-05-08T09:01:35.000Z,655360,524288,1
22437800,2025-05-08T09:01:47.000Z,0,393216,1
22437801,2025-05-08T09:01:59.000Z,786432,0,1
22437802,2025-05-08T09:02:11.000Z,131072,0,1
22437803,2025-05-08T09:02:23.000Z,524288,0,1
22437804,2025-05-08T09:02:35.000Z,0,0,1
22437805,2025-05-08T09:02:47.000Z,786432,0,1
22437806,2025-05-08T09:02:59.000Z,786432,0,1
22437807,2025-05-08T09:03:11.000Z,786432,0,1
22437808,2025-05-08T09:03:23.000Z,524288,0,1
22437809,2025-05-08T09:03:35.000Z,393216,0,1
22437810,2025-05-08T09:03:47.000Z,524288,0,1
22437811,2025-05-08T09:03:59.000Z,524288,0,1
22437812,2025-05-08T09:04:11.000Z,0,0,1
22437813,2025-05-08T09:04:23.000Z,917504,0,1
22437814,2025-05-08T09:04:35.000Z,917504,131072,1
22437815,2025-05-08T09:04:47.000Z,0,262144,1
22437816,2025-05-08T09:04:59.000Z,1179648,0,1
22437817,2025-05-08T09:05:11.000Z,786432,393216,1
22437818,2025-05-08T09:05:23.000Z,0,393216,1
22437819,2025-05-08T09:05:35.000Z,393216,0,1
22437820,2025-05-08T09:05:47.000Z,393216,0,1
22437821,2025-05-08T09:05:59.000Z,786432,0,1
22437822,2025-05-08T09:06:11.000Z,393216,0,1
22437823,2025-05-08T09:06:23.000Z,786432,0,1
22437824,2025-05-08T09:06:35.000Z,524288,0,1
22437825,2025-05-08T09:06:47.000Z,393216,0,1
22437826,2025-05-08T09:06:59.000Z,393216,0,1
22437827,2025-05-08T09:07:11.000Z,1179648,0,1
22437828,2025-05-08T09:07:23.000Z,786432,393216,1
22437829,2025-05-08T09:07:35.000Z,1179648,393216,1
22437830,2025-05-08T09:07:47.000Z,524288,786432,1
22437831,2025-05-08T09:07:59.000Z,524288,524288,1
22437832,2025-05-08T09:08:11.000Z,1179648,262144,1
22437833,2025-05-08T09:08:23.000Z,131072,655360,1
22437834,2025-05-08T09:08:35.000Z,524288,0,1
22437835,2025-05-08T09:08:47.000Z,393216,0,1
22437836,2025-05-08T09:08:59.000Z,786432,0,1
22437837,2025-05-08T09:09:11.000Z,524288,0,1
22437838,2025-05-08T09:09:23.000Z,393216,0,1
22437839,2025-05-08T09:09:35.000Z,524288,0,1
22437840,2025-05-08T09:09:47.000Z,131072,0,1
22437841,2025-05-08T09:09:59.000Z,786432,0,1
22437842,2025-05-08T09:10:11.000Z,917504,0,1
22437843,2025-05-08T09:10:23.000Z,393216,131072,1
22437844,2025-05-08T09:10:35.000Z,786432,0,1
22437845,2025-05-08T09:10:47.000Z,393216,0,1
22437846,2025-05-08T09:10:59.000Z,524288,0,1
22437847,2025-05-08T09:11:11.000Z,655360,0,1
22437848,2025-05-08T09:11:23.000Z,1179648,0,1
22437849,2025-05-08T09:11:35.000Z,0,393216,1
22437850,2025-05-08T09:11:47.000Z,393216,0,1
22437851,2025-05-08T09:11:59.000Z,917504,0,1
22437852,2025-05-08T09:12:11.000Z,0,131072,1
22437853,2025-05-08T09:12:23.000Z,917504,0,1
22437854,2025-05-08T09:12:35.000Z,524288,131072,1
22437855,2025-05-08T09:12:47.000Z,131072,0,1
22437856,2025-05-08T09:12:59.000Z,393216,0,1
22437857,2025-05-08T09:13:11.000Z,0,0,1
22437858,2025-05-08T09:13:23.000Z,131072,0,1
22437859,2025-05-08T09:13:35.000Z,524288,0,1
22437860,2025-05-08T09:13:47.000Z,786432,0,1
22437861,2025-05-08T09:13:59.000Z,131072,0,1
22437862,2025-05-08T09:14:11.000Z,393216,0,1
22437863,2025-05-08T09:14:23.000Z,524288,0,1
22437864,2025-05-08T09:14:35.000Z,0,0,1
22437865,2025-05-08T09:14:47.000Z,0,0,1
22437866,2025-05-08T09:14:59.000Z,786432,0,1
22437867,2025-05-08T09:15:11.000Z,655360,0,1
22437868,2025-05-08T09:15:23.000Z,786432,0,1
22437869,2025-05-08T09:15:35.000Z,393216,0,1
22437870,2025-05-08T09:15:47.000Z,393216,0,1
22437871,2025-05-08T09:15:59.000Z,0,0,1
22437872,2025-05-08T09:16:11.000Z,393216,0,1
22437873,2025-05-08T09:16:23.000Z,131072,0,1
22437874,2025-05-08T09:16:35.000Z,786432,0,1
22437875,2025-05-08T09:16:47.000Z,655360,0,1
22437876,2025-05-08T09:16:59.000Z,393216,0,1
22437877,2025-05-08T09:17:11.000Z,393216,0,1
22437878,2025-05-08T09:17:23.000Z,0,0,1
22437879,2025-05-08T09:17:35.000Z,524288,0,1
22437880,2025-05-08T09:17:47.000Z,0,0,1
22437881,2025-05-08T09:17:59.000Z,393216,0,1
22437882,2025-05-08T09:18:11.000Z,393216,0,1
22437883,2025-05-08T09:18:23.000Z,131072,0,1
22437884,2025-05-08T09:18:35.000Z,393216,0,1
22437885,2025-05-08T09:18:47.000Z,0,0,1
22437886,2025-05-08T09:18:59.000Z,786432,0,1
22437887,2025-05-08T09:19:11.000Z,0,0,1
22437888,2025-05-08T09:19:23.000Z,524288,0,1
22437889,2025-05-08T09:19:35.000Z,393216,0,1
22437890,2025-05-08T09:19:47.000Z,0,0,1
22437891,2025-05-08T09:19:59.000Z,393216,0,1
22437892,2025-05-08T09:20:11.000Z,786432,0,1
22437893,2025-05-08T09:20:23.000Z,131072,0,1
22437894,2025-05-08T09:20:35.000Z,917504,0,1
22437895,2025-05-08T09:20:47.000Z,0,131072,1
22437896,2025-05-08T09:20:59.000Z,0,0,1
22437897,2025-05-08T09:21:11.000Z,917504,0,1
22437898,2025-05-08T09:21:23.000Z,131072,131072,1
22437899,2025-05-08T09:21:35.000Z,393216,0,1
22437900,2025-05-08T09:21:47.000Z,0,0,1
22437901,2025-05-08T09:21:59.000Z,393216,0,1
22437902,2025-05-08T09:22:11.000Z,524288,0,1
22437903,2025-05-08T09:22:23.000Z,1179648,0,1
22437904,2025-05-08T09:22:35.000Z,131072,393216,1
22437905,2025-05-08T09:22:47.000Z,0,0,1
22437906,2025-05-08T09:22:59.000Z,786432,0,1
22437907,2025-05-08T09:23:11.000Z,131072,0,1
22437908,2025-05-08T09:23:23.000Z,0,0,1
22437909,2025-05-08T09:23:35.000Z,786432,0,1
22437910,2025-05-08T09:23:47.000Z,0,0,1
22437911,2025-05-08T09:23:59.000Z,393216,0,1
22437912,2025-05-08T09:24:11.000Z,0,0,1
22437913,2025-05-08T09:24:23.000Z,524288,0,1
22437914,2025-05-08T09:24:35.000Z,0,0,1
22437915,2025-05-08T09:24:47.000Z,0,0,1
22437916,2025-05-08T09:24:59.000Z,786432,0,1
22437917,2025-05-08T09:25:11.000Z,524288,0,1
22437918,2025-05-08T09:25:23.000Z,393216,0,1
22437919,2025-05-08T09:25:35.000Z,0,0,1
22437920,2025-05-08T09:25:47.000Z,786432,0,1
22437921,2025-05-08T09:26:11.000Z,393216,0,1
22437922,2025-05-08T09:26:23.000Z,524288,0,1
22437923,2025-05-08T09:26:35.000Z,0,0,1
22437924,2025-05-08T09:26:47.000Z,786432,0,1
22437925,2025-05-08T09:26:59.000Z,0,0,1
22437926,2025-05-08T09:27:11.000Z,786432,0,1
22437927,2025-05-08T09:27:23.000Z,655360,0,1
22437928,2025-05-08T09:27:35.000Z,131072,0,1
22437929,2025-05-08T09:27:47.000Z,393216,0,1
22437930,2025-05-08T09:27:59.000Z,786432,0,1
22437931,2025-05-08T09:28:11.000Z,0,0,1
22437932,2025-05-08T09:28:23.000Z,524288,0,1
22437933,2025-05-08T09:28:35.000Z,262144,0,1
22437934,2025-05-08T09:28:47.000Z,131072,0,1
22437935,2025-05-08T09:28:59.000Z,1179648,0,1
22437936,2025-05-08T09:29:11.000Z,0,393216,1
22437937,2025-05-08T09:29:23.000Z,524288,0,1
22437938,2025-05-08T09:29:35.000Z,786432,0,1
22437939,2025-05-08T09:29:47.000Z,393216,0,1
22437940,2025-05-08T09:29:59.000Z,393216,0,1
22437941,2025-05-08T09:30:11.000Z,0,0,1
22437942,2025-05-08T09:30:23.000Z,655360,0,1
22437943,2025-05-08T09:30:35.000Z,0,0,1
22437944,2025-05-08T09:30:47.000Z,786432,0,1
22437945,2025-05-08T09:30:59.000Z,0,0,1
22437946,2025-05-08T09:31:11.000Z,524288,0,1
22437947,2025-05-08T09:31:23.000Z,1179648,0,1
22437948,2025-05-08T09:31:35.000Z,0,393216,1
22437949,2025-05-08T09:31:47.000Z,0,0,1
22437950,2025-05-08T09:31:59.000Z,655360,0,1
22437951,2025-05-08T09:32:11.000Z,1179648,0,1
22437952,2025-05-08T09:32:23.000Z,393216,393216,1
22437953,2025-05-08T09:32:35.000Z,524288,0,1
22437954,2025-05-08T09:32:47.000Z,0,0,1
22437955,2025-05-08T09:32:59.000Z,655360,0,1
22437956,2025-05-08T09:33:11.000Z,393216,0,1
